Continent,Country,Haplotype,Host_species,Host_type,Sample_type,Haplogroup
Europe,Turkey,H7,Ixodes_ricinus,Invertebrate,,
Europe,Turkey,H7,Rhipicephalus_sanguineus,Invertebrate,,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Vuples_vuples,Vertebrate,Blood,
Europe,Turkey,H7,Rhipicephalus_turanicus,Invertebrate,,
Europe,Turkey,H7,Rhipicephalus_turanicus,Invertebrate,,
Europe,Turkey,H7,Rhipicephalus_sanguineus,Invertebrate,,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H7,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H9,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H9,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H9,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H72,Rhipicephalus_sanguineus,Invertebrate,Blood,
Europe,Turkey,H73,Vuples_vuples,Vertebrate,Blood,
Europe,Turkey,H74,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H74,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H74,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H74,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H75,Canis_lupus_familiaris,Vertebrate,Blood,
Europe,Turkey,H76,Ixodes_ricinus,Invertebrate,Blood,
